[02:34:18] [main/INFO]: ModLauncher running: args [--username, RedRanger5577, --version, Sky High, --gameDir, C:\Users\one\AppData\Roaming\.minecraft\versions\Sky High, --assetsDir, C:\Users\one\AppData\Roaming\.minecraft\assets, --assetIndex, 1.19, --uuid, ed8ee4031c614ae1b390b38e808c3315, --accessToken, ????????, --clientId, ${clientid}, --xuid, ${auth_xuid}, --userType, mojang, --versionType, release, --width, 925, --height, 530, --launchTarget, forgeclient, --fml.forgeVersion, 43.2.8, --fml.mcVersion, 1.19.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20220805.130853]
[02:34:18] [main/INFO]: ModLauncher 10.0.8+10.0.8+main.0ef7e830 starting: java version 17.0.3 by Microsoft; OS Windows 10 arch amd64 version 10.0
[02:36:17] [Render thread/INFO]: Registering vanilla category extensions: silentgear:plugin/main ...
[02:36:17] [Render thread/INFO]: Registering vanilla category extensions: silentgear:plugin/main took 3.600 ?s
[02:36:17] [Render thread/INFO]: Registering vanilla category extensions: jeimultiblocks:plugin ...
[02:36:17] [Render thread/INFO]: Registering vanilla category extensions: jeimultiblocks:plugin took 3.000 ?s
[02:36:17] [Render thread/INFO]: Registering vanilla category extensions: cofh_core:default ...
[02:36:17] [Render thread/INFO]: Registering vanilla category extensions: cofh_core:default took 2.700 ?s
[02:36:17] [Render thread/INFO]: Registering vanilla category extensions: ae2:core ...
[02:36:17] [Render thread/INFO]: Registering vanilla category extensions: ae2:core took 2.600 ?s
[02:36:17] [Render thread/INFO]: Registering vanilla category extensions: immersiveengineering:main ...
[02:36:17] [Render thread/INFO]: Registering vanilla category extensions: immersiveengineering:main took 2.900 ?s
[02:36:17] [Render thread/INFO]: Registering vanilla category extensions: oreganized:jei_plugin ...
[02:36:17] [Render thread/INFO]: Registering vanilla category extensions: oreganized:jei_plugin took 2.700 ?s
[02:36:17] [Render thread/INFO]: Registering vanilla category extensions: create:jei_plugin ...
[02:36:17] [Render thread/INFO]: Registering vanilla category extensions: create:jei_plugin took 2.900 ?s
[02:36:17] [Render thread/INFO]: Registering vanilla category extensions: createsifter:jei_plugin ...
[02:36:17] [Render thread/INFO]: Registering vanilla category extensions: createsifter:jei_plugin took 2.800 ?s
[02:36:17] [Render thread/INFO]: Registering vanilla category extensions: farmersrespite:jei_plugin ...
[02:36:17] [Render thread/INFO]: Registering vanilla category extensions: farmersrespite:jei_plugin took 3.000 ?s
[02:36:17] [Render thread/INFO]: Registering vanilla category extensions: justenoughprofessions:jei_plugin ...
[02:36:17] [Render thread/INFO]: Registering vanilla category extensions: justenoughprofessions:jei_plugin took 2.900 ?s
[02:36:17] [Render thread/INFO]: Registering vanilla category extensions: quark:quark ...
[02:36:17] [Render thread/INFO]: Registering vanilla category extensions: quark:quark took 1.948 ms
[02:36:17] [Render thread/INFO]: Registering vanilla category extensions: fantasyfurniture:jei_integration ...
[02:36:17] [Render thread/INFO]: Registering vanilla category extensions: fantasyfurniture:jei_integration took 2.400 ?s
[02:36:17] [Render thread/INFO]: Registering vanilla category extensions: aquaculture:jei_support ...
[02:36:17] [Render thread/INFO]: Registering vanilla category extensions: aquaculture:jei_support took 2.000 ?s
[02:36:17] [Render thread/INFO]: Registering vanilla category extensions: jei:exnihilosequentia ...
[02:36:17] [Render thread/INFO]: Registering vanilla category extensions: jei:exnihilosequentia took 1.800 ?s
[02:36:17] [Render thread/INFO]: Registering vanilla category extensions: create_enchantment_industry:jei_plugin ...
[02:36:17] [Render thread/INFO]: Registering vanilla category extensions: create_enchantment_industry:jei_plugin took 2.000 ?s
[02:36:17] [Render thread/INFO]: Registering vanilla category extensions: createaddition:jei_plugin ...
[02:36:17] [Render thread/INFO]: Registering vanilla category extensions: createaddition:jei_plugin took 1.900 ?s
[02:36:17] [Render thread/INFO]: Registering vanilla category extensions: create_central_kitchen:farmersdelight ...
[02:36:17] [Render thread/INFO]: Registering vanilla category extensions: create_central_kitchen:farmersdelight took 3.200 ?s
[02:36:17] [Render thread/INFO]: Registering vanilla category extensions: create_central_kitchen:farmersrespite ...
[02:36:17] [Render thread/INFO]: Registering vanilla category extensions: create_central_kitchen:farmersrespite took 3.700 ?s
[02:36:17] [Render thread/INFO]: Registering vanilla category extensions: jei:internal ...
[02:36:17] [Render thread/INFO]: Registering vanilla category extensions: jei:internal took 2.700 ?s
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: jei:minecraft ...
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: jei:minecraft took 1.159 ms
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: hammerlib:jei ...
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: hammerlib:jei took 3.700 ?s
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: sophisticatedcore:default ...
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: sophisticatedcore:default took 2.500 ?s
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: alexsmobs:alexsmobs ...
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: alexsmobs:alexsmobs took 61.10 ?s
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: sophisticatedbackpacks:default ...
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: sophisticatedbackpacks:default took 26.80 ?s
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: uteamcore:jei ...
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: uteamcore:jei took 2.700 ?s
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: apotheosis:village_module ...
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: apotheosis:village_module took 33.10 ?s
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: apotheosis:spawner ...
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: apotheosis:spawner took 33.00 ?s
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: apotheosis:potion ...
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: apotheosis:potion took 5.700 ?s
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: apotheosis:garden ...
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: apotheosis:garden took 3.500 ?s
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: apotheosis:enchantment ...
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: apotheosis:enchantment took 32.40 ?s
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: apotheosis:adventure_module ...
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: apotheosis:adventure_module took 45.20 ?s
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: minecraft:jeresources ...
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: minecraft:jeresources took 3.200 ?s
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: farmersdelight:jei_plugin ...
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: farmersdelight:jei_plugin took 74.10 ?s
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: botania:main ...
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: botania:main took 155.6 ?s
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: improvableskills:jei ...
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: improvableskills:jei took 23.30 ?s
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: curios:curios ...
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: curios:curios took 17.50 ?s
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: patchouli:patchouli ...
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: patchouli:patchouli took 2.300 ?s
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: extendedmushrooms:plugin_extendedmushrooms ...
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: extendedmushrooms:plugin_extendedmushrooms took 575.6 ?s
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: the_bumblezone:jei_plugin ...
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: the_bumblezone:jei_plugin took 36.70 ?s
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: createbigcannons:jei_plugin ...
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: createbigcannons:jei_plugin took 1.036 ms
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: ftblibrary:jei ...
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: ftblibrary:jei took 3.100 ?s
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: sophisticatedstorage:default ...
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: sophisticatedstorage:default took 35.80 ?s
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: jei:gui ...
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: jei:gui took 3.000 ?s
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: jei:debug ...
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: jei:debug took 14.10 ?s
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: jei:forge_gui ...
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: jei:forge_gui took 2.100 ?s
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: kubejs:jei ...
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: kubejs:jei took 2.500 ?s
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: artifacts:main ...
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: artifacts:main took 2.200 ?s
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: ars_nouveau:main ...
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: ars_nouveau:main took 75.20 ?s
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: silentgear:plugin/main ...
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: silentgear:plugin/main took 77.10 ?s
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: jeimultiblocks:plugin ...
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: jeimultiblocks:plugin took 24.50 ?s
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: cofh_core:default ...
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: cofh_core:default took 2.100 ?s
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: ae2:core ...
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: ae2:core took 75.60 ?s
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: immersiveengineering:main ...
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: immersiveengineering:main took 201.0 ?s
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: oreganized:jei_plugin ...
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: oreganized:jei_plugin took 2.700 ?s
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: create:jei_plugin ...
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: create:jei_plugin took 656.6 ?s
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: createsifter:jei_plugin ...
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: createsifter:jei_plugin took 217.1 ?s
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: farmersrespite:jei_plugin ...
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: farmersrespite:jei_plugin took 43.30 ?s
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: justenoughprofessions:jei_plugin ...
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: justenoughprofessions:jei_plugin took 53.90 ?s
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: quark:quark ...
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: quark:quark took 33.50 ?s
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: fantasyfurniture:jei_integration ...
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: fantasyfurniture:jei_integration took 513.6 ?s
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: aquaculture:jei_support ...
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: aquaculture:jei_support took 3.200 ?s
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: jei:exnihilosequentia ...
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: jei:exnihilosequentia took 1.319 ms
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: create_enchantment_industry:jei_plugin ...
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: create_enchantment_industry:jei_plugin took 271.3 ?s
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: createaddition:jei_plugin ...
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: createaddition:jei_plugin took 1.121 ms
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: create_central_kitchen:farmersdelight ...
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: create_central_kitchen:farmersdelight took 213.0 ?s
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: create_central_kitchen:farmersrespite ...
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: create_central_kitchen:farmersrespite took 2.600 ?s
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: jei:internal ...
[02:36:17] [Render thread/INFO]: Registering recipe catalysts: jei:internal took 1.700 ?s
[02:36:17] [Render thread/INFO]: Registering advanced plugins: jei:minecraft ...
[02:36:17] [Render thread/INFO]: Registering advanced plugins: jei:minecraft took 9.800 ?s
[02:36:17] [Render thread/INFO]: Registering advanced plugins: hammerlib:jei ...
[02:36:17] [Render thread/INFO]: Registering advanced plugins: hammerlib:jei took 2.000 ?s
[02:36:17] [Render thread/INFO]: Registering advanced plugins: sophisticatedcore:default ...
[02:36:17] [Render thread/INFO]: Registering advanced plugins: sophisticatedcore:default took 2.200 ?s
[02:36:17] [Render thread/INFO]: Registering advanced plugins: alexsmobs:alexsmobs ...
[02:36:17] [Render thread/INFO]: Registering advanced plugins: alexsmobs:alexsmobs took 2.600 ?s
[02:36:17] [Render thread/INFO]: Registering advanced plugins: sophisticatedbackpacks:default ...
[02:36:17] [Render thread/INFO]: Registering advanced plugins: sophisticatedbackpacks:default took 2.600 ?s
[02:36:17] [Render thread/INFO]: Registering advanced plugins: uteamcore:jei ...
[02:36:17] [Render thread/INFO]: Registering advanced plugins: uteamcore:jei took 3.300 ?s
[02:36:17] [Render thread/INFO]: Registering advanced plugins: apotheosis:village_module ...
[02:36:17] [Render thread/INFO]: Registering advanced plugins: apotheosis:village_module took 2.700 ?s
[02:36:17] [Render thread/INFO]: Registering advanced plugins: apotheosis:spawner ...
[02:36:17] [Render thread/INFO]: Registering advanced plugins: apotheosis:spawner took 2.200 ?s
[02:36:17] [Render thread/INFO]: Registering advanced plugins: apotheosis:potion ...
[02:36:17] [Render thread/INFO]: Registering advanced plugins: apotheosis:potion took 2.200 ?s
[02:36:17] [Render thread/INFO]: Registering advanced plugins: apotheosis:garden ...
[02:36:17] [Render thread/INFO]: Registering advanced plugins: apotheosis:garden took 2.300 ?s
[02:36:17] [Render thread/INFO]: Registering advanced plugins: apotheosis:enchantment ...
[02:36:17] [Render thread/INFO]: Registering advanced plugins: apotheosis:enchantment took 2.500 ?s
[02:36:17] [Render thread/INFO]: Registering advanced plugins: apotheosis:adventure_module ...
[02:36:17] [Render thread/INFO]: Registering advanced plugins: apotheosis:adventure_module took 2.300 ?s
[02:36:17] [Render thread/INFO]: Registering advanced plugins: minecraft:jeresources ...
[02:36:17] [Render thread/INFO]: Registering advanced plugins: minecraft:jeresources took 2.300 ?s
[02:36:17] [Render thread/INFO]: Registering advanced plugins: farmersdelight:jei_plugin ...
[02:36:17] [Render thread/INFO]: Registering advanced plugins: farmersdelight:jei_plugin took 2.200 ?s
[02:36:17] [Render thread/INFO]: Registering advanced plugins: botania:main ...
[02:36:17] [Render thread/INFO]: Registering advanced plugins: botania:main took 2.600 ?s
[02:36:17] [Render thread/INFO]: Registering advanced plugins: improvableskills:jei ...
[02:36:17] [Render thread/INFO]: Registering advanced plugins: improvableskills:jei took 2.300 ?s
[02:36:17] [Render thread/INFO]: Registering advanced plugins: curios:curios ...
[02:36:17] [Render thread/INFO]: Registering advanced plugins: curios:curios took 2.400 ?s
[02:36:17] [Render thread/INFO]: Registering advanced plugins: patchouli:patchouli ...
[02:36:17] [Render thread/INFO]: Registering advanced plugins: patchouli:patchouli took 1.900 ?s
[02:36:17] [Render thread/INFO]: Registering advanced plugins: extendedmushrooms:plugin_extendedmushrooms ...
[02:36:17] [Render thread/INFO]: Registering advanced plugins: extendedmushrooms:plugin_extendedmushrooms took 1.900 ?s
[02:36:17] [Render thread/INFO]: Registering advanced plugins: the_bumblezone:jei_plugin ...
[02:36:17] [Render thread/INFO]: Registering advanced plugins: the_bumblezone:jei_plugin took 1.400 ?s
[02:36:17] [Render thread/INFO]: Registering advanced plugins: createbigcannons:jei_plugin ...
[02:36:17] [Render thread/INFO]: Registering advanced plugins: createbigcannons:jei_plugin took 1.700 ?s
[02:36:17] [Render thread/INFO]: Registering advanced plugins: ftblibrary:jei ...
[02:36:17] [Render thread/INFO]: Registering advanced plugins: ftblibrary:jei took 1.600 ?s
[02:36:17] [Render thread/INFO]: Registering advanced plugins: sophisticatedstorage:default ...
[02:36:17] [Render thread/INFO]: Registering advanced plugins: sophisticatedstorage:default took 3.200 ?s
[02:36:17] [Render thread/INFO]: Registering advanced plugins: jei:gui ...
[02:36:17] [Render thread/INFO]: Registering advanced plugins: jei:gui took 2.100 ?s
[02:36:17] [Render thread/INFO]: Registering advanced plugins: jei:debug ...
[02:36:17] [Render thread/INFO]: Registering advanced plugins: jei:debug took 2.400 ?s
[02:36:17] [Render thread/INFO]: Registering advanced plugins: jei:forge_gui ...
[02:36:17] [Render thread/INFO]: Registering advanced plugins: jei:forge_gui took 2.600 ?s
[02:36:17] [Render thread/INFO]: Registering advanced plugins: kubejs:jei ...
[02:36:17] [Render thread/INFO]: Registering advanced plugins: kubejs:jei took 2.500 ?s
[02:36:17] [Render thread/INFO]: Registering advanced plugins: artifacts:main ...
[02:36:17] [Render thread/INFO]: Registering advanced plugins: artifacts:main took 2.500 ?s
[02:36:17] [Render thread/INFO]: Registering advanced plugins: ars_nouveau:main ...
[02:36:17] [Render thread/INFO]: Registering advanced plugins: ars_nouveau:main took 2.700 ?s
[02:36:17] [Render thread/INFO]: Registering advanced plugins: silentgear:plugin/main ...
[02:36:17] [Render thread/INFO]: Registering advanced plugins: silentgear:plugin/main took 2.800 ?s
[02:36:17] [Render thread/INFO]: Registering advanced plugins: jeimultiblocks:plugin ...
[02:36:17] [Render thread/INFO]: Registering advanced plugins: jeimultiblocks:plugin took 2.600 ?s
[02:36:17] [Render thread/INFO]: Registering advanced plugins: cofh_core:default ...
[02:36:17] [Render thread/INFO]: Registering advanced plugins: cofh_core:default took 4.100 ?s
[02:36:17] [Render thread/INFO]: Registering advanced plugins: ae2:core ...
[02:36:17] [Render thread/INFO]: Added recipe manager plugin: class appeng.integration.modules.jei.FacadeRegistryPlugin
[02:36:17] [Render thread/INFO]: Registering advanced plugins: ae2:core took 1.097 ms
[02:36:17] [Render thread/INFO]: Registering advanced plugins: immersiveengineering:main ...
[02:36:17] [Render thread/INFO]: Registering advanced plugins: immersiveengineering:main took 1.900 ?s
[02:36:17] [Render thread/INFO]: Registering advanced plugins: oreganized:jei_plugin ...
[02:36:17] [Render thread/INFO]: Registering advanced plugins: oreganized:jei_plugin took 1.600 ?s
[02:36:17] [Render thread/INFO]: Registering advanced plugins: create:jei_plugin ...
[02:36:17] [Render thread/INFO]: Registering advanced plugins: create:jei_plugin took 1.600 ?s
[02:36:17] [Render thread/INFO]: Registering advanced plugins: createsifter:jei_plugin ...
[02:36:17] [Render thread/INFO]: Registering advanced plugins: createsifter:jei_plugin took 1.700 ?s
[02:36:17] [Render thread/INFO]: Registering advanced plugins: farmersrespite:jei_plugin ...
[02:36:17] [Render thread/INFO]: Registering advanced plugins: farmersrespite:jei_plugin took 1.600 ?s
[02:36:17] [Render thread/INFO]: Registering advanced plugins: justenoughprofessions:jei_plugin ...
[02:36:17] [Render thread/INFO]: Registering advanced plugins: justenoughprofessions:jei_plugin took 1.600 ?s
[02:36:17] [Render thread/INFO]: Registering advanced plugins: quark:quark ...
[02:36:17] [Render thread/INFO]: Registering advanced plugins: quark:quark took 1.700 ?s
[02:36:17] [Render thread/INFO]: Registering advanced plugins: fantasyfurniture:jei_integration ...
[02:36:17] [Render thread/INFO]: Registering advanced plugins: fantasyfurniture:jei_integration took 4.800 ?s
[02:36:17] [Render thread/INFO]: Registering advanced plugins: aquaculture:jei_support ...
[02:36:17] [Render thread/INFO]: Registering advanced plugins: aquaculture:jei_support took 1.800 ?s
[02:36:17] [Render thread/INFO]: Registering advanced plugins: jei:exnihilosequentia ...
[02:36:17] [Render thread/INFO]: Registering advanced plugins: jei:exnihilosequentia took 1.500 ?s
[02:36:17] [Render thread/INFO]: Registering advanced plugins: create_enchantment_industry:jei_plugin ...
[02:36:17] [Render thread/INFO]: Registering advanced plugins: create_enchantment_industry:jei_plugin took 1.500 ?s
[02:36:17] [Render thread/INFO]: Registering advanced plugins: createaddition:jei_plugin ...
[02:36:17] [Render thread/INFO]: Registering advanced plugins: createaddition:jei_plugin took 1.400 ?s
[02:36:17] [Render thread/INFO]: Registering advanced plugins: create_central_kitchen:farmersdelight ...
[02:36:17] [Render thread/INFO]: Registering advanced plugins: create_central_kitchen:farmersdelight took 1.400 ?s
[02:36:17] [Render thread/INFO]: Registering advanced plugins: create_central_kitchen:farmersrespite ...
[02:36:17] [Render thread/INFO]: Registering advanced plugins: create_central_kitchen:farmersrespite took 1.500 ?s
[02:36:17] [Render thread/INFO]: Registering advanced plugins: jei:internal ...
[02:36:17] [Render thread/INFO]: Registering advanced plugins: jei:internal took 1.500 ?s
[02:36:17] [Render thread/INFO]: Building recipe registry...
[02:36:17] [Render thread/INFO]: Building recipe registry took 19.49 ms
[02:36:17] [Render thread/INFO]: Registering recipes: jei:minecraft ...
[02:36:18] [Render thread/INFO]: Registering recipes: jei:minecraft took 1.278 s
[02:36:18] [Render thread/INFO]: Registering recipes: hammerlib:jei ...
[02:36:18] [Render thread/INFO]: Registering recipes: hammerlib:jei took 429.6 ?s
[02:36:18] [Render thread/INFO]: Registering recipes: sophisticatedcore:default ...
[02:36:18] [Render thread/INFO]: Registering recipes: sophisticatedcore:default took 3.154 ms
[02:36:18] [Render thread/INFO]: Registering recipes: alexsmobs:alexsmobs ...
[02:36:18] [Render thread/INFO]: Registering recipes: alexsmobs:alexsmobs took 230.1 ?s
[02:36:18] [Render thread/INFO]: Registering recipes: sophisticatedbackpacks:default ...
[02:36:18] [Render thread/INFO]: Registering recipes: sophisticatedbackpacks:default took 3.930 ms
[02:36:18] [Render thread/INFO]: Registering recipes: uteamcore:jei ...
[02:36:18] [Render thread/INFO]: Registering recipes: uteamcore:jei took 54.21 ms
[02:36:18] [Render thread/INFO]: Registering recipes: apotheosis:village_module ...
[02:36:18] [Render thread/INFO]: Registering recipes: apotheosis:village_module took 5.947 ms
[02:36:18] [Render thread/INFO]: Registering recipes: apotheosis:spawner ...
[02:36:18] [Render thread/INFO]: Registering recipes: apotheosis:spawner took 21.53 ms
[02:36:18] [Render thread/INFO]: Registering recipes: apotheosis:potion ...
[02:36:18] [Render thread/INFO]: Registering recipes: apotheosis:potion took 39.30 ?s
[02:36:18] [Render thread/INFO]: Registering recipes: apotheosis:garden ...
[02:36:18] [Render thread/INFO]: Registering recipes: apotheosis:garden took 283.4 ?s
[02:36:18] [Render thread/INFO]: Registering recipes: apotheosis:enchantment ...
[02:36:18] [Render thread/INFO]: Registering recipes: apotheosis:enchantment took 2.435 ms
[02:36:18] [Render thread/INFO]: Registering recipes: apotheosis:adventure_module ...
[02:36:18] [Render thread/INFO]: Registering recipes: apotheosis:adventure_module took 17.94 ms
[02:36:18] [Render thread/INFO]: Registering recipes: minecraft:jeresources ...
[02:36:18] [Render thread/WARN]: defineId called for: class net.minecraft.world.entity.TamableAnimal from interface com.hollingsworth.arsnouveau.common.entity.IFollowingSummon
[02:36:18] [Render thread/INFO]: Registering recipes: minecraft:jeresources took 300.2 ms
[02:36:18] [Render thread/INFO]: Registering recipes: farmersdelight:jei_plugin ...
[02:36:18] [Render thread/INFO]: Registering recipes: farmersdelight:jei_plugin took 6.560 ms
[02:36:18] [Render thread/INFO]: Registering recipes: botania:main ...
[02:36:18] [Render thread/INFO]: Registering recipes: botania:main took 11.41 ms
[02:36:18] [Render thread/INFO]: Registering recipes: improvableskills:jei ...
[02:36:18] [Render thread/INFO]: Registering recipes: improvableskills:jei took 206.6 ?s
[02:36:18] [Render thread/INFO]: Registering recipes: curios:curios ...
[02:36:18] [Render thread/INFO]: Registering recipes: curios:curios took 2.900 ?s
[02:36:18] [Render thread/INFO]: Registering recipes: patchouli:patchouli ...
[02:36:18] [Render thread/INFO]: Registering recipes: patchouli:patchouli took 1.700 ?s
[02:36:18] [Render thread/INFO]: Registering recipes: extendedmushrooms:plugin_extendedmushrooms ...
[02:36:18] [Render thread/INFO]: Registering recipes: extendedmushrooms:plugin_extendedmushrooms took 667.3 ?s
[02:36:18] [Render thread/INFO]: Registering recipes: the_bumblezone:jei_plugin ...
[02:36:18] [Render thread/INFO]: Registering recipes: the_bumblezone:jei_plugin took 40.16 ms
[02:36:18] [Render thread/INFO]: Registering recipes: createbigcannons:jei_plugin ...
[02:36:18] [Render thread/INFO]: Registering recipes: createbigcannons:jei_plugin took 12.92 ms
[02:36:18] [Render thread/INFO]: Registering recipes: ftblibrary:jei ...
[02:36:18] [Render thread/INFO]: Registering recipes: ftblibrary:jei took 3.500 ?s
[02:36:18] [Render thread/INFO]: Registering recipes: sophisticatedstorage:default ...
[02:36:18] [Render thread/INFO]: Registering recipes: sophisticatedstorage:default took 68.20 ms
[02:36:18] [Render thread/INFO]: Registering recipes: jei:gui ...
[02:36:18] [Render thread/INFO]: Registering recipes: jei:gui took 3.900 ?s
[02:36:18] [Render thread/INFO]: Registering recipes: jei:debug ...
[02:36:18] [Render thread/INFO]: Registering recipes: jei:debug took 8.000 ?s
[02:36:18] [Render thread/INFO]: Registering recipes: jei:forge_gui ...
[02:36:18] [Render thread/INFO]: Registering recipes: jei:forge_gui took 1.500 ?s
[02:36:18] [Render thread/INFO]: Registering recipes: kubejs:jei ...
[02:36:18] [Render thread/INFO]: Registering recipes: kubejs:jei took 150.0 ?s
[02:36:18] [Render thread/INFO]: Registering recipes: artifacts:main ...
[02:36:18] [Render thread/INFO]: Registering recipes: artifacts:main took 5.146 ms
[02:36:18] [Render thread/INFO]: Registering recipes: ars_nouveau:main ...
[02:36:18] [Render thread/INFO]: Registering recipes: ars_nouveau:main took 15.52 ms
[02:36:18] [Render thread/INFO]: Registering recipes: silentgear:plugin/main ...
[02:36:19] [Render thread/INFO]: Registering recipes: silentgear:plugin/main took 111.3 ms
[02:36:19] [Render thread/INFO]: Registering recipes: jeimultiblocks:plugin ...
[02:36:19] [Render thread/INFO]: Registering recipes: jeimultiblocks:plugin took 7.423 ms
[02:36:19] [Render thread/INFO]: Registering recipes: cofh_core:default ...
[02:36:19] [Render thread/INFO]: Registering recipes: cofh_core:default took 3.400 ?s
[02:36:19] [Render thread/INFO]: Registering recipes: ae2:core ...
[02:36:19] [Render thread/INFO]: Registering recipes: ae2:core took 89.75 ms
[02:36:19] [Render thread/INFO]: Registering recipes: immersiveengineering:main ...
[02:36:19] [Render thread/INFO]: Adding recipes to JEI!!
